OBJECTID,ZCTA5CE10,GEOID10,FreeEligible,ReducedEligible,NotEligible,Total,FreeReducedEligible,PCT_Free,PCT_Reduced,PCT_FreeReduced,Shape__Area,Shape__Length
514,48623,2648623,296,49,1613,1958,345,0.151174668028601,0.0250255362614913,0.176200204290092,2079382376.94629,381070.46196507
515,49643,2649643,102,16,116,234,118,0.435897435897436,0.0683760683760684,0.504273504273504,1690257617.51953,317193.336366859
516,49115,2649115,80,7,47,134,87,0.597014925373134,0.0522388059701493,0.649253731343284,67446334.2149658,57140.1487728316
517,49103,2649103,377,26,188,591,403,0.637901861252115,0.0439932318104907,0.681895093062606,1295310594.53137,236804.438634972
518,49068,2649068,1078,201,1649,2928,1279,0.368169398907104,0.0686475409836066,0.43681693989071,3684643381.2041,459644.701117158
519,48813,2648813,1015,111,1499,2625,1126,0.386666666666667,0.0422857142857143,0.428952380952381,4747509057.69751,606591.127604228
520,49012,2649012,164,28,169,361,192,0.454293628808864,0.0775623268698061,0.53185595567867,896470014.081055,190018.435158724
521,48840,2648840,547,84,2061,2692,631,0.203194650817236,0.0312035661218425,0.234398216939079,574963311.405273,141760.180481233
522,48653,2648653,50,4,27,81,54,0.617283950617284,0.0493827160493827,0.666666666666667,7560369371.43848,683309.52343034
523,49817,2649817,490,97,398,985,587,0.49746192893401,0.0984771573604061,0.595939086294416,2579093208.98242,417351.969296212
524,49880,2649880,80,15,61,156,95,0.512820512820513,0.0961538461538462,0.608974358974359,6073502362.64063,457647.640645222
525,48532,2648532,2176,143,648,2967,2319,0.73340074148972,0.0481968318166498,0.78159757330637,429120641.240723,129335.622488864
526,48507,2648507,3265,162,727,4154,3427,0.785989407799711,0.0389985556090515,0.824987963408763,586522884.896973,258573.460502487
527,48462,2648462,854,86,1525,2465,940,0.346450304259635,0.0348884381338742,0.381338742393509,1362918477.35693,246675.162438199
528,49968,2649968,130,16,147,293,146,0.443686006825939,0.0546075085324232,0.498293515358362,7064808631.09375,594022.769751581
529,49945,2649945,199,35,199,433,234,0.459584295612009,0.0808314087759815,0.540415704387991,5123991289.77148,573641.292702206
530,48441,2648441,188,55,285,528,243,0.356060606060606,0.104166666666667,0.460227272727273,3157055200.00781,352096.83286294
531,48915,2648915,874,35,241,1150,909,0.76,0.0304347826086957,0.790434782608696,52199899.2089844,52275.3904159642
532,48910,2648910,3984,295,1294,5573,4279,0.714875291584425,0.0529337879059752,0.7678090794904,433518434.882813,146259.212649745
533,48883,2648883,752,93,823,1668,845,0.45083932853717,0.0557553956834532,0.506594724220623,3306502508.28711,520608.898796019
534,49240,2649240,305,43,906,1254,348,0.243221690590112,0.0342902711323764,0.277511961722488,3050612353.36499,414587.43397216
535,49234,2649234,63,2,55,120,65,0.525,0.0166666666666667,0.541666666666667,647617691.19458,205263.030992349
536,49269,2649269,582,138,1295,2015,720,0.288833746898263,0.0684863523573201,0.357320099255583,1683525511.38623,272123.994998427
537,49009,2649009,441,67,580,1088,508,0.405330882352941,0.0615808823529412,0.466911764705882,2900195982.07861,395304.995573231
538,49007,2649007,977,74,259,1310,1051,0.745801526717557,0.0564885496183206,0.802290076335878,100994197.333496,54127.5892271635
539,49004,2649004,1037,156,738,1931,1193,0.537027446918695,0.0807871569135163,0.617814603832211,591627301.322021,176561.554777843
540,49546,2649546,772,121,3370,4263,893,0.181093126905935,0.0283837673000235,0.209476894205958,520778464.790039,166600.062611169
541,49319,2649319,1367,265,2162,3794,1632,0.360305745914602,0.069847127042699,0.430152872957301,2482201256.15527,410387.323164221
542,48428,2648428,158,39,291,488,197,0.323770491803279,0.0799180327868853,0.403688524590164,979929770.285156,217766.694769559
543,49279,2649279,348,82,451,881,430,0.395005675368899,0.0930760499432463,0.488081725312145,734605064.735779,215337.477745926
544,49267,2649267,147,48,543,738,195,0.199186991869919,0.0650406504065041,0.264227642276423,1125383499.34204,178211.6761891
545,48116,2648116,665,131,4813,5609,796,0.118559458013906,0.0233553218042432,0.141914779818149,1119104950.97852,231518.026790409
546,48066,2648066,4060,342,1845,6247,4402,0.649911957739715,0.0547462782135425,0.704658235953258,275417194.740234,80315.0308628412
547,48310,2648310,2863,218,1017,4098,3081,0.698633479746218,0.0531966813079551,0.751830161054173,236536668.878906,81726.9448698485
548,48092,2648092,2921,258,1323,4502,3179,0.648822745446468,0.0573078631719236,0.706130608618392,229323509.239258,84966.9814941907
549,48041,2648041,265,45,559,869,310,0.304948216340621,0.0517836593785961,0.356731875719217,1118445789.10986,156886.672611307
550,48051,2648051,722,56,1084,1862,778,0.387755102040816,0.0300751879699248,0.417830290010741,421355143.558594,140735.960833423
551,49660,2649660,2735,303,1292,4330,3038,0.631639722863741,0.0699769053117783,0.70161662817552,5480149720.27637,609861.561614808
552,49675,2649675,210,22,205,437,232,0.480549199084668,0.0503432494279176,0.530892448512586,476708949.070313,143953.921094295
553,49431,2649431,1078,107,1123,2308,1185,0.467071057192374,0.0463604852686308,0.513431542461005,3445738034.23828,551564.745441602
554,49405,2649405,296,41,102,439,337,0.674259681093394,0.0933940774487472,0.767653758542141,1938408084.21484,314730.532854493
555,49601,2649601,1541,222,1213,2976,1763,0.517809139784946,0.0745967741935484,0.592405913978495,5951833729.49023,574366.501970661
556,48160,2648160,587,107,1414,2108,694,0.278462998102467,0.0507590132827324,0.329222011385199,2254780373.36401,318273.81670339
557,48164,2648164,698,87,1787,2572,785,0.271384136858476,0.0338258164852255,0.305209953343701,823433126.880127,201992.025184368
558,49415,2649415,966,169,975,2110,1135,0.45781990521327,0.0800947867298578,0.537914691943128,828703594.15625,187977.877021832
559,49445,2649445,1783,328,2462,4573,2111,0.389897222829652,0.0717253444128581,0.46162256724251,1996639270.25732,294330.471555166
560,48370,2648370,24,4,229,257,28,0.0933852140077821,0.0155642023346304,0.108949416342412,336701927.918945,90468.2528762338
561,48307,2648307,575,112,2470,3157,687,0.182134938232499,0.0354767184035477,0.217611656636047,429237503.251953,91249.0702370741
562,48382,2648382,734,97,3832,4663,831,0.157409393094574,0.0208020587604546,0.178211451855029,511330491.356934,131094.749169735
563,48336,2648336,669,117,1593,2379,786,0.281210592686003,0.0491803278688525,0.330390920554855,253405462.424805,69370.8519462465
564,48334,2648334,1022,145,3015,4182,1167,0.244380679100909,0.0346724055475849,0.279053084648494,250913330.234863,68863.2661030434
565,48030,2648030,2184,89,843,3116,2273,0.700898587933248,0.0285622593068036,0.729460847240051,78538637.8071289,37061.6818712443
566,48324,2648324,318,45,1102,1465,363,0.217064846416382,0.0307167235494881,0.24778156996587,338786613.364258,135283.175648866
567,48362,2648362,239,28,781,1048,267,0.228053435114504,0.0267175572519084,0.254770992366412,318668841.520508,87448.873731212
568,48350,2648350,187,31,456,674,218,0.277448071216617,0.0459940652818991,0.323442136498516,688163928.899902,124079.393973287
569,48084,2648084,101,28,2083,2212,129,0.0456600361663653,0.0126582278481013,0.0583182640144665,172284179.431641,66031.1349575367
570,48072,2648072,537,85,2406,3028,622,0.177344782034346,0.0280713342140026,0.205416116248349,66944712.1552734,37073.1470106245
571,48009,2648009,172,16,2908,3096,188,0.0555555555555556,0.00516795865633075,0.0607235142118863,141161729.003906,69535.1369569871
572,48722,2648722,49,11,327,387,60,0.126614987080103,0.0284237726098191,0.155038759689922,482497402.422852,143692.281120506
573,48097,2648097,498,91,834,1423,589,0.349964862965566,0.0639494026704146,0.41391426563598,2140951990.15381,314349.357590974
574,49091,2649091,1843,210,1236,3289,2053,0.560352690787473,0.0638491942839769,0.62420188507145,2570445968.41052,330992.720924696
575,49072,2649072,230,27,281,538,257,0.427509293680297,0.050185873605948,0.477695167286245,1608700988.79346,271889.683620782
576,49066,2649066,28,8,16,52,36,0.538461538461538,0.153846153846154,0.692307692307692,571306087.306885,149276.437587564
577,48741,2648741,295,51,242,588,346,0.501700680272109,0.086734693877551,0.58843537414966,1303579556.56445,205486.291275487
578,49079,2649079,834,91,1261,2186,925,0.381518755718207,0.0416285452881976,0.423147301006404,2377454032.77271,330000.169819166
579,49065,2649065,459,76,457,992,535,0.462701612903226,0.0766129032258065,0.539314516129032,1271642643.73535,223924.328949535
580,48168,2648168,326,48,4264,4638,374,0.0702889176369125,0.0103492884864166,0.080638206123329,575248970.586914,169075.765538414
581,48170,2648170,861,100,5145,6106,961,0.141008843760236,0.0163773337700622,0.157386177530298,957769538.505859,189852.366330373
582,48224,2648224,4336,16,534,4886,4352,0.887433483422022,0.00327466230045027,0.890708145722472,159857674.633301,57321.3624670348
583,48209,2648209,4869,57,680,5606,4926,0.868533713877988,0.0101676774884053,0.878701391366393,192110436.823486,68392.966391063
584,48212,2648212,7566,60,386,8012,7626,0.944333499750374,0.00748876684972541,0.9518222666001,149391682.232178,59442.5793328065
585,48239,2648239,2790,304,1333,4427,3094,0.630223627738875,0.0686695278969957,0.698893155635871,272155593.297363,92076.7235251919
586,49659,2649659,80,11,34,125,91,0.64,0.088,0.728,4644938198.02441,491343.346108066
587,48703,2648703,47,5,33,85,52,0.552941176470588,0.0588235294117647,0.611764705882353,1338051196.6543,297229.740232733
588,49058,2649058,1123,170,1402,2695,1293,0.41669758812616,0.0630797773654917,0.479777365491651,4212690744.71973,443921.663676853
589,49083,2649083,598,128,2339,3065,726,0.19510603588907,0.0417618270799347,0.236867862969005,997368771.000977,157722.279324283
590,49085,2649085,1114,252,2789,4155,1366,0.268110709987966,0.0606498194945848,0.328760529482551,728571950.270752,191912.550419606
591,49098,2649098,778,132,537,1447,910,0.537664132688321,0.0912232204561161,0.628887353144437,936637408.24292,190878.485858675
592,49038,2649038,895,103,383,1381,998,0.648081100651702,0.0745836350470673,0.722664735698769,1119938891.28125,221247.501300121
593,49051,2649051,115,13,120,248,128,0.463709677419355,0.0524193548387097,0.516129032258065,826322094.25708,210785.431314516
594,49783,2649783,1284,215,1220,2719,1499,0.472232438396469,0.079073188672306,0.551305627068775,5356150415.50977,659576.09280224
595,48835,2648835,93,20,384,497,113,0.187122736418511,0.0402414486921529,0.227364185110664,1572334991.27686,372722.682055521
596,48875,2648875,401,91,1071,1563,492,0.256557901471529,0.0582213691618682,0.314779270633397,2441925115.21826,302693.36540545
597,49096,2649096,399,36,363,798,435,0.5,0.0451127819548872,0.545112781954887,1865538762.19336,245198.514698
598,48458,2648458,2229,133,399,2761,2362,0.807316189786309,0.0481709525534227,0.855487142339732,982035461.668457,259838.502996341
599,48430,2648430,1213,211,3400,4824,1424,0.251451077943615,0.0437396351575456,0.295190713101161,2478459530.21924,351229.13914529
600,48503,2648503,1746,46,228,2020,1792,0.864356435643564,0.0227722772277228,0.887128712871287,232210395.627441,144085.32096118
601,48618,2648618,141,24,141,306,165,0.46078431372549,0.0784313725490196,0.53921568627451,2915888455.43848,305339.025466085
602,49633,2649633,319,42,148,509,361,0.62671905697446,0.0825147347740668,0.709233791748527,4661703580.06641,728479.182092288
603,48811,2648811,38,1,7,46,39,0.826086956521739,0.0217391304347826,0.847826086956522,1757247295.74268,237244.976434355
604,49271,2649271,260,35,200,495,295,0.525252525252525,0.0707070707070707,0.595959595959596,1541880406.73462,298938.781836103
605,49942,2649942,723,128,687,1538,851,0.470091027308192,0.0832249674902471,0.55331599479844,28797607.875,35506.8384411532
606,49931,2649931,362,71,1000,1433,433,0.25261688764829,0.049546406140963,0.302163293789253,873482087.912109,286230.665723142
607,48413,2648413,450,95,506,1051,545,0.428163653663178,0.0903901046622265,0.518553758325404,3852610795.35938,397234.998237477
608,49285,2649285,477,75,733,1285,552,0.371206225680934,0.0583657587548638,0.429571984435798,2094599410.552,327844.92329923
609,48809,2648809,1001,162,729,1892,1163,0.529069767441861,0.0856236786469345,0.614693446088795,2365023248.1792,297779.320525386
610,48860,2648860,127,12,54,193,139,0.658031088082902,0.0621761658031088,0.72020725388601,828822277.926758,181824.304076934
611,48770,2648770,353,29,46,428,382,0.824766355140187,0.0677570093457944,0.892523364485981,1893359317.19336,249664.080003458
612,49920,2649920,180,35,202,417,215,0.431654676258993,0.0839328537170264,0.515587529976019,12515047246.2344,1058502.34912011
613,48893,2648893,161,20,104,285,181,0.564912280701754,0.0701754385964912,0.635087719298246,1492974675.69824,262629.725177933
614,48853,2648853,,,,,,,,,26560118.7021484,27148.5641998862
615,49834,2649834,,,,,,,,,1026540853.67188,228940.109432783
616,49892,2649892,,,,,,,,,4648301913.4375,618523.509638553
617,48457,2648457,,,,,,,,,1247792554.97705,239857.117378033
618,48889,2648889,,,,,,,,,832107157.713867,169762.638751729
619,49963,2649963,,,,,,,,,336463085.527344,126913.398788956
620,49921,2649921,,,,,,,,,11423044.7636719,15634.5868988643
621,49805,2649805,,,,,,,,,909511562.494141,296710.23477341
622,48468,2648468,,,,,,,,,2031833199.18457,288996.689446932
623,48456,2648456,,,,,,,,,1294620960.53711,250802.96671833
624,48819,2648819,,,,,,,,,1241009600.81738,225554.25961278
625,48851,2648851,,,,,,,,,916148486.61084,189608.031318778
626,48896,2648896,,,,,,,,,7596493.48144531,11221.7115899809
627,49254,2649254,,,,,,,,,108009610.077148,65447.6230331651
628,49263,2649263,,,,,,,,,2805223.43530273,8353.28648231872
629,49623,2649623,,,,,,,,,1601543799.19922,286572.984789486
630,49760,2649760,,,,,,,,,4262012468.60156,530181.085944692
631,49838,2649838,,,,,,,,,4049499852.2168,341815.534781982
632,48096,2648096,,,,,,,,,1022800490.06836,127940.741136059
633,48397,2648397,,,,,,,,,4973359.51757813,9243.96477836112
634,49626,2649626,,,,,,,,,47842793.9169922,38562.1790021401
635,49410,2649410,,,,,,,,,1257175678.76758,276764.435183073
636,49346,2649346,,,,,,,,,1870690597.63477,340224.195200937
637,49320,2649320,,,,,,,,,9988944.82226563,15877.4596994828
638,49863,2649863,,,,,,,,,15217672.5839844,25365.0899975789
639,49632,2649632,,,,,,,,,2375993040.26953,335038.880002585
640,48145,2648145,,,,,,,,,475915753.139404,128447.742388376
641,49709,2649709,,,,,,,,,6490952296.81738,668628.509302747
642,49948,2649948,,,,,,,,,3735121118.28906,510348.1471535
643,48630,2648630,,,,,,,,,2662570.16210938,12373.6661877995
644,48027,2648027,,,,,,,,,1043520180.42139,130087.262530851
645,49075,2649075,,,,,,,,,1492597.125,8130.21994028153
646,48419,2648419,,,,,,,,,2183811703.4541,309115.242871416
647,48471,2648471,,,,,,,,,2813037215.23535,311213.455783041
648,48729,2648729,,,,,,,,,1236374556.60254,192793.003321035
649,48233,2648233,,,,,,,,,522550.376953125,3671.94812245938
650,48737,2648737,,,,,,,,,2954729425.5293,427727.608189643
651,49816,2649816,,,,,,,,,1609249465.95703,271857.610342177
652,49826,2649826,,,,,,,,,401972250.896484,155861.735699864
653,49070,2649070,,,,,,,,,752478111.938965,195210.160751355
654,49344,2649344,,,,,,,,,957766247.718262,271488.989088917
655,49908,2649908,,,,,,,,,3207486938.50977,427259.433143983
656,48710,2648710,,,,,,,,,11591568.5947266,13985.1878403013
657,49617,2649617,,,,,,,,,1451379546.47949,346677.389977148
658,49237,2649237,,,,,,,,,1082227547.67725,200083.621054319
659,49061,2649061,,,,,,,,,1082268373.77515,278032.627308355
660,49796,2649796,,,,,,,,,112494886.0625,103193.285862457
661,49774,2649774,,,,,,,,,5326028335.94727,547778.591514915
662,49793,2649793,,,,,,,,,1774344032.04688,334085.347816714
663,48633,2648633,,,,,,,,,80069444.3720703,58135.5122822414
664,49872,2649872,,,,,,,,,530053447.978516,145717.24216564
665,49881,2649881,,,,,,,,,1308791079.58203,294497.919001605
666,48821,2648821,,,,,,,,,602069720.46582,160937.915771418
667,48612,2648612,,,,,,,,,3498994844.33203,405656.701938099
668,54540,2654540,,,,,,,,,15634936.140625,26820.4076706367
669,49680,2649680,,,,,,,,,1463380034.01367,264232.555680966
670,48614,2648614,,,,,,,,,994749306.553711,178316.797243454
671,48662,2648662,,,,,,,,,1299101975.14648,287665.066887594
672,49282,2649282,,,,,,,,,99498864.7185059,68389.0180700837
673,49440,2649440,,,,,,,,,24058930.921875,26022.6283754247
674,49303,2649303,,,,,,,,,420315895.483887,143414.183128032
675,48756,2648756,,,,,,,,,2231250167.35352,280137.07410862
676,49435,2649435,,,,,,,,,615834748.120605,177522.510816571
677,49934,2649934,,,,,,,,,77538747.6171875,57067.8905591064
678,49927,2649927,,,,,,,,,496752782.482422,125424.357992672
679,49902,2649902,,,,,,,,,8817527.2890625,15418.9520159334
680,49347,2649347,,,,,,,,,539858740.478516,165397.89003409
681,49918,2649918,,,,,,,,,2002287797.55273,570776.699656655
682,49901,2649901,,,,,,,,,68068444.8085938,63556.3532262382
683,48461,2648461,,,,,,,,,2349130418.03369,306369.538092622
684,49621,2649621,,,,,,,,,1847403299.55371,309584.18046323
685,49636,2649636,,,,,,,,,634967848.415039,203553.775939899
686,48139,2648139,,,,,,,,,19204363.534668,21682.0708278574
687,49762,2649762,,,,,,,,,8610852151.33594,831875.650112829
688,49836,2649836,,,,,,,,,3417772595.70898,456900.327040812
689,49638,2649638,,,,,,,,,1937816618.79785,327339.101262805
690,49814,2649814,,,,,,,,,6739542763.49609,668315.34209592
691,49777,2649777,,,,,,,,,2678661794.25977,317672.781201746
692,48028,2648028,,,,,,,,,939016001.352539,191862.83680599
693,48401,2648401,,,,,,,,,924514990.600586,239498.276256122
694,48434,2648434,,,,,,,,,15227465.8095703,22098.2034306285
695,48738,2648738,,,,,,,,,380964551.634766,122514.745702011
696,48728,2648728,,,,,,,,,3620412943.26465,361973.42183834
697,48750,2648750,,,,,,,,,3002657616.50879,537591.954326047
698,49839,2649839,,,,,,,,,4528049716.57617,452314.18889746
699,49026,2649026,,,,,,,,,846877515.529785,200938.727547633
700,49434,2649434,,,,,,,,,10360234.3120117,17461.3774503717
701,49627,2649627,,,,,,,,,112145160.96582,73976.435980453
702,49611,2649611,,,,,,,,,43855719.6865234,42484.8018689583
703,49325,2649325,,,,,,,,,783056456.321289,235531.281117018
704,49613,2649613,,,,,,,,,738063128.946289,170271.783050827
705,49116,2649116,,,,,,,,,85586158.2456055,50189.9247929211
706,49791,2649791,,,,,,,,,30019547.3515625,53119.990325933
707,49748,2649748,,,,,,,,,2964761484.31445,329286.07235265
708,48632,2648632,,,,,,,,,3665704984.0625,536920.04179227
709,49807,2649807,,,,,,,,,6204509001.64648,820698.303628899
710,49864,2649864,,,,,,,,,132547296.103516,74346.1363042654
711,49876,2649876,,,,,,,,,103212257.074219,84954.483969682
712,49764,2649764,,,,,,,,,1662063.36328125,7442.47472379287
713,48421,2648421,,,,,,,,,1219582866.99414,211111.359548677
714,49947,2649947,,,,,,,,,9350026222.71094,541009.325028895
715,49959,2649959,,,,,,,,,19750357.3261719,28868.6622651273
716,49637,2649637,,,,,,,,,789907964.259766,183609.493285393
717,48871,2648871,,,,,,,,,865135065.161621,171693.155688582
718,48933,2648933,,,,,,,,,21863040.7573242,26649.0479269799
719,49264,2649264,,,,,,,,,754465102.670898,215946.795359323
720,49644,2649644,,,,,,,,,3260894657.99316,464862.733131301
721,49402,2649402,,,,,,,,,3463377981.81641,560740.168568389
722,48435,2648435,,,,,,,,,701149833.119629,159333.584015009
723,49235,2649235,,,,,,,,,1398893120.03687,252934.547044415
724,49276,2649276,,,,,,,,,630649616.305664,158267.09269824
725,49819,2649819,,,,,,,,,365845853.515625,165450.462520679
726,49871,2649871,,,,,,,,,395662361.279297,121872.452037575
727,49448,2649448,,,,,,,,,943826391.382813,204706.228568271
728,49960,2649960,,,,,,,,,1199729927.99023,271979.977144948
729,49971,2649971,,,,,,,,,2641675465.30078,476772.708725114
730,48841,2648841,,,,,,,,,667912207.67041,213276.779293105
731,48049,2648049,,,,,,,,,1006112112.19629,127395.015148663
732,48466,2648466,,,,,,,,,1025413986.94873,184298.879502019
733,48190,2648190,,,,,,,,,9846426.77099609,14704.3804737284
734,48243,2648243,,,,,,,,,459806.294433594,3356.85007730524
735,48742,2648742,,,,,,,,,2110844075.16406,300554.480014841
736,49822,2649822,,,,,,,,,1922676161.70117,351029.777434964
737,49825,2649825,,,,,,,,,639371437.580078,195968.556733218
738,49753,2649753,,,,,,,,,4904585707.74219,576218.841992044
739,48749,2648749,,,,,,,,,981946908.555664,272708.359389367
740,49958,2649958,,,,,,,,,3537226971.08398,622220.325043109
741,49799,2649799,,,,,,,,,3124025133.31152,406088.442773115
742,49736,2649736,,,,,,,,,3493691131.45898,421664.388633907
743,49726,2649726,,,,,,,,,6664749980.64258,337188.989852592
744,49818,2649818,,,,,,,,,5061529654.82813,556294.192024882
745,49877,2649877,,,,,,,,,3417779100.63672,277094.408112359
746,48502,2648502,,,,,,,,,11141093.4145508,17285.8153659694
747,48551,2648551,,,,,,,,,10376087.4750977,14531.4153031841
748,48437,2648437,,,,,,,,,20634562.3935547,33214.4705680121
749,49666,2649666,,,,,,,,,70873107.4873047,71624.0200375121
750,48874,2648874,,,,,,,,,16052598.1699219,19905.3280218352
751,49952,2649952,,,,,,,,,1879803362.61914,400722.880037568
752,48720,2648720,,,,,,,,,979052600.335938,374198.920055341
753,48470,2648470,,,,,,,,,1115827147.00293,212697.844718152
754,48870,2648870,,,,,,,,,1648872.92041016,5378.7693137514
755,49259,2649259,,,,,,,,,807198277.931641,202040.077693414
756,49272,2649272,,,,,,,,,338991437.346924,97300.3056706984
757,49343,2649343,,,,,,,,,1540684134.01318,345020.475685464
758,49318,2649318,,,,,,,,,498022984.29248,186631.611865833
759,49642,2649642,,,,,,,,,513719999.455078,199640.987350521
760,48453,2648453,,,,,,,,,2990150630.31348,331742.001694705
761,49674,2649674,,,,,,,,,64776173.1826172,55354.4394866423
762,49289,2649289,,,,,,,,,20043746.607666,21825.1966030321
763,48143,2648143,,,,,,,,,207405.818847656,3283.79389519006
764,49853,2649853,,,,,,,,,5047423412.04688,389789.929487524
765,49745,2649745,,,,,,,,,2489510852.53711,413500.926950733
766,49757,2649757,,,,,,,,,526646317.392578,95230.2296699856
767,49645,2649645,,,,,,,,,1132946659.44434,231686.505729185
768,49679,2649679,,,,,,,,,1560521433.17773,320824.039952308
769,49848,2649848,,,,,,,,,119561350.936523,65433.8854204167
770,49667,2649667,,,,,,,,,2253262303.00586,299401.849253534
771,49751,2649751,,,,,,,,,4293551926.27832,499356.210313987
772,49312,2649312,,,,,,,,,817691354.304688,186862.347880828
773,48635,2648635,,,,,,,,,1691934122.38965,325013.215042571
774,48636,2648636,,,,,,,,,2455533395.23828,304447.947272775
775,49743,2649743,,,,,,,,,2563986973.0625,406562.492626501
776,48627,2648627,,,,,,,,,6060356.91894531,21418.9873049041
777,48417,2648417,,,,,,,,,691357532.050293,142528.906786709
778,48724,2648724,,,,,,,,,12567835.6132813,24039.5239194281
779,48002,2648002,,,,,,,,,1034998469.95166,128638.634706078
780,49806,2649806,,,,,,,,,1712663565.65039,339891.899911518
781,49891,2649891,,,,,,,,,2394099463.89063,275596.376758017
782,49727,2649727,,,,,,,,,3895115943.93359,422652.329775565
783,49919,2649919,,,,,,,,,3424242164.60938,359795.414788949
784,48757,2648757,,,,,,,,,1536513858.82813,286700.405403436
785,48652,2648652,,,,,,,,,1524981173.92871,218194.493785914
786,49628,2649628,,,,,,,,,65712444.9853516,37036.1439050428
787,49113,2649113,,,,,,,,,989871518.952637,181036.543301734
788,49052,2649052,,,,,,,,,860275576.239746,181153.683115569
789,49067,2649067,,,,,,,,,2384015600.26917,299494.331078979
790,49095,2649095,,,,,,,,,819251234.518555,233723.048393328
791,49665,2649665,,,,,,,,,4409187795.58789,504927.65174605
792,49835,2649835,,,,,,,,,2925339070.26563,495807.429462068
793,49852,2649852,,,,,,,,,7462587.50976563,15325.7101704712
794,48890,2648890,,,,,,,,,873281424.539063,207797.481430175
795,49232,2649232,,,,,,,,,1769812833.9939,264913.59571444
796,49227,2649227,,,,,,,,,715830552.193848,177015.250020795
797,49916,2649916,,,,,,,,,3173582053.99219,329868.288390428
798,49922,2649922,,,,,,,,,233456853.605469,90292.3216513939
799,48467,2648467,,,,,,,,,2005535863.12695,279068.29780734
800,48834,2648834,,,,,,,,,1313448099.17773,332541.766448619
801,48878,2648878,,,,,,,,,896424590.699219,219434.144106396
802,49305,2649305,,,,,,,,,1321635044.62305,249205.226987946
803,48829,2648829,,,,,,,,,1832029966.72217,306346.638100285
804,49201,2649201,2443,252,1967,4662,2695,0.524024024024024,0.0540540540540541,0.578078078078078,4393220855.4707,909898.682250272
805,48158,2648158,195,32,710,937,227,0.208110992529349,0.0341515474919957,0.242262540021345,2660069597.6228,333729.638392158
806,49087,2649087,226,56,790,1072,282,0.210820895522388,0.0522388059701493,0.263059701492537,1738790482.18311,221597.726782462
807,49001,2649001,1852,125,510,2487,1977,0.744672295938882,0.0502613590671492,0.794933655006031,216752186.601318,78790.0676780526
808,49088,2649088,163,52,273,488,215,0.334016393442623,0.10655737704918,0.440573770491803,918700065.114746,217699.465386031
809,49507,2649507,3536,164,421,4121,3700,0.858044164037855,0.0397961659791313,0.897840330016986,153792027.102539,62202.9209332848
810,49506,2649506,1202,83,2908,4193,1285,0.286668256618173,0.0197948962556642,0.306463152873837,218204211.246582,81669.2865647956
811,49512,2649512,550,64,718,1332,614,0.412912912912913,0.048048048048048,0.460960960960961,636456933.051758,144120.78628745
812,49534,2649534,929,158,1136,2223,1087,0.417903733693207,0.0710751237067027,0.48897885739991,1005410066.45996,218329.064303089
813,49509,2649509,3200,317,704,4221,3517,0.758114190950012,0.0751006870409855,0.833214877990997,202452156.548828,92250.0311927815
814,49677,2649677,769,97,681,1547,866,0.497091144149968,0.0627020038784745,0.559793148028442,3705714342.42676,561788.818750019
815,48093,2648093,2236,254,1961,4451,2490,0.502359020444844,0.0570658279038418,0.559424848348686,158646759.168945,73512.5927190243
816,48042,2648042,1013,153,3361,4527,1166,0.223768500110448,0.0337972166998012,0.25756571681025,634620980.676758,144246.776077703
817,48080,2648080,1012,153,684,1849,1165,0.547322877230936,0.0827474310438075,0.630070308274743,142183716.523926,53850.8963828956
818,48095,2648095,64,9,340,413,73,0.154963680387409,0.0217917675544794,0.176755447941889,481383747.098633,107885.825767582
819,48306,2648306,452,53,6740,7245,505,0.0623878536922015,0.00731538992408558,0.0697032436162871,636399964.624512,131048.875788599
820,49866,2649866,382,108,1030,1520,490,0.251315789473684,0.0710526315789474,0.322368421052632,4208101131.7793,706348.566427027
821,49639,2649639,65,0,0,65,65,1,0,1,1698160423.30078,282176.758126838
822,48657,2648657,578,59,693,1330,637,0.434586466165414,0.0443609022556391,0.478947368421053,1865092327.61816,245813.858280616
823,48144,2648144,328,46,975,1349,374,0.243143068939956,0.0340993328391401,0.277242401779096,212267272.898926,77795.7766137238
824,48140,2648140,262,54,1170,1486,316,0.176312247644684,0.0363391655450875,0.212651413189771,745120144.487427,177425.333530719
825,49456,2649456,706,159,2541,3406,865,0.207281268349971,0.0466823253082795,0.25396359365825,932905160.271484,176137.597702243
826,49459,2649459,214,15,40,269,229,0.795539033457249,0.0557620817843866,0.851301115241636,2151814682.72754,290165.224125358
827,48071,2648071,2722,183,1882,4787,2905,0.568623354919574,0.0382285356172968,0.606851890536871,197755528.931152,65210.0866902391
828,48375,2648375,324,40,2705,3069,364,0.105571847507331,0.0130335614206582,0.11860540892799,240053444.044434,81077.9638313434
829,48067,2648067,438,79,1394,1911,517,0.229199372056515,0.0413396127681842,0.270538984824699,127983712.986328,51056.1266272727
830,48034,2648034,306,45,118,469,351,0.652452025586354,0.0959488272921109,0.748400852878465,120415624.946777,50607.3212545769
831,48033,2648033,2911,246,1167,4324,3157,0.673219241443108,0.0568917668825162,0.730111008325624,250018307.174805,73976.6788269543
832,48075,2648075,1785,198,724,2707,1983,0.659401551533062,0.0731437015145918,0.732545253047654,206163751.744141,69925.9461881618
833,48085,2648085,660,153,4703,5516,813,0.119651921682379,0.0277374909354605,0.147389412617839,263853708.340332,64972.8142346593
